rank,fame,deaths,accountAge,characters,skins,verified
53,6600,2,2920,3,3,1
37,15948,2,38,5,0,1
49,13473,64,1095,5,3,1
77,10871,191,2555,2,46,1
33,4164,2,354,3,15,1
19,3092,3,82,3,0,0
32,9943,2,2190,6,3,0
50,9895,18,2920,7,13,0
65,8842,36,198,3,13,1
48,8910,2,1825,3,2,0
23,15182,3,1454,3,0,0
61,1957,61,2920,2,5,1
43,6275,7,1460,3,4,1
28,7314,1,39,8,9,0
60,6358,73,2920,3,9,1
46,6531,115,213,4,14,1
59,73,269,2920,3,13,1
48,3251,0,3009,2,6,1
40,3648,3,1428,2,0,1
40,5913,60,1095,3,3,1
66,5166,262,139,2,7,1
52,5381,294,1460,6,10,1
28,5163,172,1095,1,2,0
66,2256,58,29,3,8,0
57,2023,63,1460,3,4,1
55,349,217,1825,3,5,1
38,7299,73,2190,5,6,1
33,10285,4,26,5,1,0
27,6804,110,506,5,7,1
55,2134,33,1825,4,7,1
66,2925,108,263,3,6,1
34,15963,2,365,3,4,0
50,36090,67,1825,8,20,1
42,11891,22,82,4,4,1
36,13287,34,2190,5,7,1
41,653,94,1825,2,3,1
62,2241,68,50,5,11,1
64,935,1261,1095,1,18,1
24,7060,99,730,3,5,0
41,980,106,1460,2,8,1
59,13203,75,1460,6,13,1
27,8301,7,72,10,13,1
44,13501,93,1825,9,10,1
30,8297,1,1460,6,5,0
31,17908,2,48,8,1,1
45,3688,72,2555,1,3,0
34,676,70,1095,2,1,1
11,0,3,1825,1,0,0
43,565,47,365,3,6,1
26,3803,8,365,2,1,0
37,594,2,178,2,3,0
19,3519,4,494,4,1,0
16,8467,3,1825,1,0,0
39,1960,79,1095,5,14,1
61,7153,269,2555,7,4,1
55,715,624,1095,3,21,1
70,6391,97,2920,4,9,1
58,267,1507,1825,2,25,1
23,172,4,35,2,1,0
55,5495,35,1825,5,10,1
42,1055,3,18,2,13,0
72,22116,51,236,12,22,1
62,33174,67,1460,9,1,1
80,60098,9,2555,16,26,1
33,7101,7,329,5,0,0
63,9942,88,1460,5,36,1
14,4332,2,201,2,4,0
65,2248,52,3285,4,6,1
39,4221,11,18,4,1,0
43,303,201,1460,1,3,1
50,6595,45,365,3,9,1
51,6466,9,534,3,4,1
38,6560,5,74,4,4,0
78,130,983,2555,1,1,1
47,20036,53,158,4,14,1
38,4890,133,221,4,1,1
38,4124,55,1460,1,2,1
17,2123,3,730,1,5,0
27,1112,1,142,2,3,0
68,17655,4,1424,8,20,1
78,655,54,2920,2,28,1
51,2696,347,345,3,6,1
23,3077,9,552,5,6,0
53,6430,69,2555,4,3,1
49,14723,3,18,5,12,0
49,11861,88,1460,11,12,1
49,10428,51,2920,5,28,1
27,4175,9,360,2,1,0
27,2653,2,28,3,1,0
32,3468,59,1460,4,2,1
25,6602,3,1460,3,3,1
26,3205,2,65,5,5,1
8,1295,0,365,2,1,0
58,0,1507,1825,1,25,1
27,9040,7,1825,5,6,0
41,3309,53,1095,4,4,1
49,25744,94,2555,11,25,1
42,5882,17,2920,5,0,0
47,1002,55,122,2,7,1
37,17386,14,365,5,7,0
64,27910,51,2920,5,5,1
77,7320,231,1460,13,33,1
80,24178,27,3294,12,10,1
38,439,40,181,2,2,0
24,1380,36,1095,2,3,1
64,387,140,1443,1,19,1
65,889,1617,1460,1,38,1
47,22488,20,730,5,3,1
67,10233,98,2190,5,12,1
18,3105,2,365,2,3,0
53,16842,26,1825,8,8,1
17,21,4,361,1,0,0
31,836,2,730,3,3,1
30,5175,1,52,5,1,0
48,14805,80,85,4,5,1
33,1930,3,2920,6,8,0
60,1638,132,208,4,2,1
49,10964,5,54,13,33,0
52,2033,458,305,2,10,1
32,5525,3,1460,2,2,1
56,25224,19,988,6,5,1
37,850,25,2920,1,1,1
50,10709,6,1095,5,5,1
25,4040,12,2555,4,0,1
52,4003,63,71,3,3,1
24,6651,17,365,2,2,1
69,0,1855,1001,0,28,1
64,2840,153,195,3,12,1
30,1005,63,2555,2,11,1
59,5017,3,68,2,8,1
63,15136,89,2190,4,11,1
20,1593,3,37,1,0,0
52,5644,1144,2555,3,21,1
20,2263,1,90,2,0,0
32,4911,35,1460,4,11,0
21,1283,33,730,4,13,0
70,8263,394,2555,4,11,1
5,3873,2,35,1,0,0
44,5625,33,1460,2,1,1
21,4910,1,11,5,0,0
49,13293,67,1825,7,3,1
22,2110,3,9,2,1,0
77,20763,87,514,7,7,1
42,5347,5,365,2,1,0
26,24,15,478,1,0,0
51,3460,2,62,6,2,1
17,1262,25,35,2,6,0
19,2359,1,730,3,12,1
59,4200,85,177,5,13,1
20,2825,2,1095,2,0,0
42,4212,56,2920,3,12,1
42,3730,23,12,2,5,0
32,1322,5,941,2,2,1
33,616,19,35,3,3,0
51,24975,2,73,8,16,0
37,11,535,1460,2,3,1
22,1489,1,2920,3,1,1
21,430,1,1460,2,0,1
58,5584,296,1095,4,23,1
48,3927,68,365,3,5,1
55,1554,31,107,3,5,1
22,20,2,32,1,3,0
62,4830,360,177,3,3,1
80,40528,71,2555,15,24,1
54,2109,44,2190,8,19,1
69,9457,93,730,8,22,1
80,27247,632,1825,3,167,1
23,3021,14,8,2,2,0
57,2749,90,365,2,2,1
72,5906,90,2555,4,8,1
67,15638,100,201,7,14,1
42,969,206,2190,2,1,1
46,47637,75,1095,2,10,1
24,1045,1,50,3,1,0
42,15353,6,54,6,0,1
36,3699,5,955,4,6,1
64,2204,51,2920,4,5,1
33,2890,199,197,5,7,1
43,1728,4,1018,4,15,1
24,6299,99,730,3,5,0
35,3211,39,88,6,5,1
16,838,2,730,2,1,0
22,0,1,5,1,0,0
23,6746,1,110,2,3,0
20,1005,101,1460,2,2,1
77,16214,44,365,8,13,1
24,8377,89,516,2,3,0
34,408,30,67,2,5,0
24,2150,89,1825,2,2,1
55,4656,76,2190,4,5,1
64,3603,59,2920,8,19,1
35,29281,7,128,4,0,1
50,3607,5,1460,4,3,1
54,1725,71,2555,2,13,1
62,885,479,2190,2,18,1
20,7,2,17,2,2,1
36,3549,1,2190,3,5,0
72,15579,257,2920,16,68,1
55,2360,410,308,5,9,1
48,63,172,475,1,4,1
17,603,3,32,2,4,0
58,631,407,1825,2,35,1
43,5476,60,2190,3,6,1
54,18391,24,365,6,3,1
28,14,5,1460,1,4,0
49,5200,0,2920,3,4,1
24,3,5,101,1,4,0
20,4577,2,2,3,2,0
23,2818,1,2190,2,2,0
50,917,312,1095,1,5,1
75,85,1025,2190,3,48,1
35,3917,4,1825,3,3,1
40,50,2,319,3,2,1
14,1784,1,730,2,0,0
9,66,3,365,3,3,0
46,622,70,1455,2,7,1
21,2261,2,1095,1,2,1
66,5874,471,70,4,24,1
28,4216,44,188,3,3,0
8,574,0,201,8,1,0
20,622,1,2254,2,3,0
80,11325,74,2190,10,42,1
51,6627,14,2920,2,1,1
47,1372,47,2190,3,10,1
48,6552,68,1825,5,15,1
29,8055,1,313,5,1,0
12,378,24,365,1,1,0
35,5737,1,1095,4,7,0
18,1161,27,1460,1,7,0
25,6446,56,2555,3,4,0
33,4320,16,165,5,1,1
33,4320,16,165,5,1,0
4,551,3,3,1,0,0
39,226,175,1825,1,20,1
20,2363,2,1460,2,1,0
77,5102,86,1825,4,30,1
38,20715,11,104,4,13,1
72,11414,99,730,5,1,1
27,796,16,164,4,1,0
54,7979,37,2190,7,17,1
61,4470,84,1460,6,10,1
44,2576,76,730,3,2,1
42,3523,9,33,6,7,1
49,1842,104,51,4,8,1
71,27396,6,13,15,4,0
50,7899,2,41,9,6,0
32,2495,0,2920,4,3,0
32,990,116,365,2,2,1
62,8808,63,1095,12,13,1
72,6416,48,365,6,68,1
44,12871,87,2190,3,4,1
68,23920,59,180,14,42,1
46,4831,62,730,3,6,1
80,108761,487,2920,16,73,1
32,4992,2,730,4,13,1
12,909,2,2,1,1,0
45,1794,62,294,2,9,1
27,227,4,1095,2,1,0
60,664,209,1460,4,17,1
48,955,166,2555,2,5,1
66,9148,65,730,6,15,1
32,1481,65,2555,2,10,1
58,332,102,255,2,6,1
76,2427,86,144,6,3,1
67,14099,180,2920,5,7,1
64,811,363,1460,1,12,1
27,1148,2,730,3,1,0
52,5233,32,730,3,3,1
18,4650,3,1095,3,0,0
41,11991,1,144,5,2,1
38,4413,69,2190,5,6,1
80,14495,67,2190,7,19,1
44,0,52,68,1,5,1
80,40262,122,77,16,41,1
27,9654,2,1460,3,3,1
19,1501,93,365,1,0,1
64,8536,78,730,10,36,1
18,2626,3,1095,1,2,0
19,203,3,2,2,2,0
70,13660,59,1460,11,9,1
41,4604,98,2555,8,10,1
50,38,80,2190,2,3,1
40,1777,1,74,3,2,0
21,14479,18,40,6,1,1
38,4256,2,146,7,2,0
61,7140,268,172,5,7,1
47,953,1732,365,1,10,1
29,10691,12,10,4,6,0
53,0,159,3285,0,30,1
44,3760,37,2555,7,17,1
55,648,217,2920,2,17,1
16,3998,1,91,3,3,0
65,5563,171,2190,3,37,1
13,740,3,303,1,2,0
45,2259,3,7,3,3,0
80,8424,70,195,6,16,1
45,11510,3,730,8,4,1
40,286,2,10,2,0,0
64,5211,0,2920,3,13,1
31,61,219,2920,3,13,1
45,2634,81,730,3,8,1
22,4094,18,280,4,4,0
65,17370,46,2920,5,16,1
59,18,153,2920,1,3,1
61,21878,25,2555,9,10,1
39,49,58,2555,1,3,1
43,5375,1,2628,5,6,1
35,2257,2,6,3,1,0
31,1374,12,1825,4,3,1
49,1830,166,76,3,17,0
2,41,6,365,1,0,0
43,20721,18,730,5,3,1
24,269,260,2920,2,0,0
55,21,200,1460,2,16,1
53,763,182,191,2,8,1
53,763,182,191,2,8,0
49,7564,99,57,4,11,1
34,9567,20,2920,2,4,1
3,772,2,36,1,1,0
39,13612,1,730,8,6,0
17,2363,124,1460,2,2,1
38,694,129,2920,3,4,1
34,12813,2,1460,3,4,1
33,7137,5,1460,3,2,1
13,1793,0,2920,3,0,0
66,6541,37,2920,4,9,1
35,5366,56,168,2,6,1
57,4758,273,1460,5,4,1
20,0,129,1095,1,2,0
43,4239,3,10,4,2,0
21,10295,3,47,2,1,0
36,8948,3,21,6,4,0
63,1024,66,730,3,20,1
30,300,56,1825,3,2,0
58,433,311,2190,2,31,1
21,17497,2,9,3,1,0
25,10854,3,52,2,3,0
43,1343,27,62,1,2,0
64,4660,73,1825,4,5,1
50,32689,24,1460,10,12,1
30,3444,23,1014,5,15,1
49,2407,96,1460,2,20,1
30,2871,3,1095,7,2,0
55,4843,47,2555,5,9,1
49,4533,99,2190,9,17,1
56,16,214,365,1,6,1
68,2,1185,1509,1,29,1
41,6966,44,730,11,14,1
29,2324,44,1460,1,0,0
28,354,194,161,2,2,1
55,516,247,365,1,3,0
64,14490,68,1095,6,15,1
42,5976,110,178,4,2,1
30,2453,3,1095,7,2,1
10,569,1,289,2,1,0
5,1024,2,365,2,0,0
52,1338,1,2920,2,0,1
39,11024,157,47,4,6,0
23,2744,10,1825,3,3,0
72,15698,181,297,4,30,1
45,1181,5,42,3,3,0
12,379,1,47,1,0,0
3,119,0,2555,1,0,0
56,18195,24,971,14,13,1
53,1642,89,85,6,19,0
42,6643,3,1460,4,8,1
29,31,5,6,1,1,0
61,981,301,1825,5,2,1
78,388,195,349,2,21,1
61,13260,69,730,6,6,1
43,1515,4,1830,4,4,1
25,3518,54,2555,4,3,0
32,12741,33,1095,4,4,1
55,3928,9,2190,2,12,1
32,3262,92,365,2,4,1
45,16601,0,213,5,7,1
43,697,1871,1095,2,36,1
18,6871,0,204,2,3,0
63,7672,96,1419,7,8,1
36,474,0,12,2,6,0
42,3014,53,111,2,4,1
27,1296,0,138,2,0,0
31,8226,14,730,3,5,1
34,2471,15,2920,5,8,1
56,770,70,378,3,16,1
51,3938,89,1095,4,8,1
46,969,373,1825,3,8,1
49,2267,96,1460,1,20,1
72,3816,86,1825,3,4,1
46,7160,96,365,8,6,1
27,7242,66,2190,3,6,1
69,8443,13,365,4,3,1
19,1598,0,8,2,2,0
47,1875,387,190,4,12,1
53,3,790,365,1,7,1
59,5098,0,31,2,2,1
25,1186,2,24,6,2,0
3,93,0,1,3,0,0
51,1576,23,1460,2,33,1
42,6681,62,1095,4,2,1
54,14817,91,2555,6,9,1
53,436,976,730,3,21,1
14,27,0,3,2,0,0
74,258,72,730,2,5,1
49,4276,67,122,2,8,1
25,4886,0,219,2,1,0
41,6346,28,106,3,7,1
60,619,465,730,4,29,1
35,305,20,2555,2,4,0
47,738,46,1825,1,5,0
45,6400,102,293,5,3,1
33,3554,3,14,4,4,0
31,3030,4,58,3,5,0
51,912,487,2920,5,6,1
52,3156,63,2190,4,6,1
15,123,6,1460,2,2,0
55,917,547,968,3,31,1
31,711,0,27,2,0,0
63,15221,41,730,5,10,1
10,814,2,1460,1,0,0
46,7356,88,2190,6,21,1
7,718,3,2,2,0,0
42,3848,31,1825,3,3,1
43,516,156,730,2,2,1
38,991,89,1460,3,14,1
80,41186,93,2190,16,27,1
52,0,243,2920,1,23,1
55,1018,52,365,4,3,1
29,2845,39,730,5,6,1
44,6978,0,3285,5,12,1
20,879,7,730,2,0,0
25,363,2,18,2,0,0
30,11715,0,2555,4,1,0
25,6179,20,1095,4,3,1
22,0,3,3,1,1,0
20,2891,4,27,2,0,0
40,2582,22,48,3,2,0
32,1272,0,1825,3,5,0
14,898,1,365,1,3,0
61,1304,75,2920,5,38,1
21,406,1,162,2,2,0
61,611,1,108,5,16,0
29,1066,0,17,2,1,0
47,2325,38,198,6,3,1
40,6551,2,2920,7,1,0
17,3086,2,303,2,2,0
63,536,72,730,3,46,1
72,0,532,2555,0,23,1
80,42862,70,2555,16,22,1
39,13066,19,67,4,0,0
37,3187,3,1825,5,6,1
18,3540,2,2190,2,1,0
63,687,1658,2920,5,6,0
54,15623,80,2920,8,4,1
32,2281,1,1460,2,2,0
20,2308,5,1825,3,0,0
43,2713,14,23,2,5,0
34,5651,70,1095,5,8,1
40,217,203,365,1,1,1
47,696,77,1095,2,1,1
21,1258,10,31,4,1,0
21,3591,5,33,3,1,0
41,2275,102,143,2,2,0
52,4383,79,988,5,3,1
48,2035,3,27,2,1,0
38,1749,44,128,2,1,0
28,3259,3,43,4,6,1
50,13051,1,730,4,0,0
31,3338,36,2555,3,2,1
54,8288,80,1825,7,13,1
60,8131,44,10,4,0,0
41,3503,12,65,4,8,1
48,425,94,753,2,0,1
36,2691,31,1460,2,6,1
62,6565,198,105,5,6,1
54,0,103,2190,0,28,0
12,560,3,365,3,1,0
13,20,2,10,1,2,0
45,2053,9,1825,3,5,1
52,18,393,1825,2,10,0
33,4742,0,3285,5,12,0
36,1617,19,32,3,2,0
29,1498,242,319,2,2,1
19,1359,1,2555,2,4,0
45,2310,38,380,7,10,1
53,9282,40,2920,5,5,1
36,1005,2,29,3,3,0
35,3497,89,1825,4,10,1
54,4953,63,1825,4,10,1
38,3260,4,486,4,5,0
43,5270,357,2190,3,17,1
32,8303,58,81,7,11,1
44,10861,0,2920,5,4,1
27,2794,2,42,4,6,0
3,308,0,494,1,0,0
5,4409,12,145,1,0,0
24,2581,97,1007,1,1,0
50,439,481,1460,2,22,1
40,689,26,24,2,2,0
45,585,3,365,2,5,1
24,2589,3,1007,4,8,0
32,8468,1,1825,4,5,0
15,6095,0,1095,2,3,0
50,11348,15,195,5,6,0
29,1510,57,365,4,4,0
23,1071,2,1095,2,4,0
39,6335,57,1095,7,10,1
71,9663,83,2190,7,48,1
39,2448,92,1825,3,6,1
41,1355,122,213,3,6,1
20,1113,2,21,3,0,0
36,3184,99,162,2,7,1
25,2365,44,2555,2,2,1
22,4136,0,25,4,4,0
25,2101,11,16,3,5,0
26,4087,1,23,7,2,0
34,715,0,2920,2,3,1
34,740,0,2920,4,3,0
34,740,0,2920,4,3,0
75,58449,87,1095,11,61,1
76,29557,83,2555,10,54,1
35,3357,28,1130,3,4,0
43,6207,80,1460,4,5,1
39,1944,77,1459,2,3,1
45,3159,24,145,7,3,0
29,3062,7,730,4,5,0
58,14382,53,2190,16,39,1
26,2784,3,1095,2,0,0
42,1560,603,1095,2,5,1
55,1634,560,248,3,18,1
43,5999,32,2920,5,4,1
19,1213,2,67,3,3,0
54,12254,0,730,12,11,1
61,385,320,730,2,13,1
64,11312,58,173,13,39,1
67,7246,186,302,6,22,1
41,3422,82,2920,2,2,1
7,5738,0,1095,2,2,0
26,4273,3,43,5,1,0
64,5831,1,2555,4,14,0
37,8625,0,2920,4,4,0
49,164,150,2555,4,13,1
39,2299,27,1460,5,4,0
10,2845,1,4,2,2,0
66,649,1189,1825,2,44,1
40,551,295,1825,2,3,1
27,7915,34,159,3,4,1
20,7018,4,31,4,1,0
21,579,5,3,2,1,0
69,2510,82,2259,4,15,1
56,36230,3,24,10,7,0
31,1731,24,212,4,3,1
30,1040,206,167,3,0,0
48,2486,401,313,2,6,1
24,5035,19,289,3,1,0
63,13970,63,2920,7,16,1
55,6222,116,80,3,4,1
60,914,2511,3285,3,23,1
24,1237,136,1460,5,8,0
56,16357,38,1825,16,24,1
56,792,298,1460,2,8,1
51,384,210,131,2,3,1
43,2517,27,1460,4,3,1
30,1445,59,211,4,2,1
67,260,273,730,3,16,1
21,1744,3,12,4,1,0
32,0,429,2190,0,3,0
22,2351,3,12,2,0,0
10,1308,0,193,1,2,0
47,22509,24,2555,9,21,1
63,968,471,1095,3,10,1
39,3394,195,730,2,2,1
55,22717,3,193,9,30,1
30,1649,38,365,2,5,1
42,1756,0,2562,2,3,0
42,1754,0,2562,2,3,0
28,4450,4,20,3,5,0
38,430,95,730,1,6,1
50,5730,118,66,7,7,1
38,3256,46,46,5,7,1
33,19,0,6,2,4,0
34,5486,37,2920,2,2,0
62,8379,83,2555,6,6,1
67,330,550,730,2,14,1
6,1753,0,30,2,1,0
15,1384,0,19,2,2,0
55,8757,47,2555,3,7,1
35,1351,25,160,2,8,1
19,962,0,26,3,3,0
63,13322,63,2920,7,16,0
35,7217,51,29,5,11,1
35,14576,17,1825,6,3,1
65,521,1494,3285,3,56,1
33,13144,21,1460,5,2,1
17,1283,20,2920,4,1,0
80,164278,882,2555,16,91,1
16,319,3,1825,2,2,0
12,719,1,365,4,1,0
64,9944,52,730,9,9,1
31,7446,3,188,3,3,0
20,1358,2,183,2,3,0
28,1271,2,294,5,5,0
18,743,2,295,2,3,0
33,2670,15,484,1,1,1
46,7778,107,323,6,7,1
43,538,367,365,2,3,1
54,920,906,1460,2,20,1
31,4315,78,139,6,5,1
31,2636,3,297,2,3,0
28,833,9,201,2,1,0
25,2471,16,540,2,4,1
53,8407,31,2190,6,4,1
23,5097,6,10,3,4,0
66,9915,132,2920,5,10,1
34,1539,39,174,4,18,1
31,3202,2,25,5,2,0
26,4937,13,1134,2,2,1
29,6807,2,1460,5,3,1
14,905,8,74,1,2,0
64,9619,60,2920,12,4,1
53,3060,37,2920,4,1,1
10,18,0,1,1,0,0
37,8780,2,20,3,2,0
76,4035,205,316,4,16,1
47,879,233,2190,1,21,1
35,1594,86,1460,5,4,1
57,861,282,730,3,8,1
22,1441,1,996,3,4,1
31,3115,63,1095,5,7,1
37,6449,2,1460,4,3,0
36,1567,4,322,1,1,0
33,3275,32,47,3,2,0
80,7970,56,2920,8,35,1
80,42878,8,169,16,94,0
24,6264,99,1825,2,4,1
19,861,0,730,2,5,0
57,3078,79,1460,5,6,1
58,3192,51,2920,4,3,1
80,30857,847,2555,16,42,1
32,1314,8,61,3,5,1
41,311,756,1095,1,21,1
61,5738,116,2190,7,27,1
68,7386,71,2555,9,15,1
23,1310,54,999,3,1,0
24,4214,3,288,2,3,0
75,19058,93,2555,12,19,1
24,2139,3,10,3,3,0
44,452,382,730,3,7,1
18,277,3,340,1,1,0
38,11739,1,365,6,3,0
27,4623,1,730,4,5,0
34,5614,24,730,7,14,0
51,6087,56,72,4,11,1
35,6256,53,2555,4,10,0
40,427,119,53,2,0,1
46,2714,43,1460,6,6,1
37,896,113,1825,1,10,1
64,85,1078,2920,3,21,1
60,8037,65,995,2,11,1
44,3320,30,2920,3,1,1
56,6414,1,2920,2,20,1
68,7971,87,1825,5,22,0
16,1233,1,365,4,3,0
30,1713,16,33,3,0,0
43,2573,56,2920,2,3,1
25,1226,3,23,2,1,0
26,792,0,2920,1,3,0
41,6008,21,964,9,12,1
58,10205,37,3285,8,18,1
66,273,216,957,1,7,1
33,3269,56,730,7,0,1
31,4025,8,2920,5,4,1
27,2941,190,1825,3,8,1
48,852,373,730,1,16,1
48,4829,50,3381,8,22,1
64,622,135,2555,3,16,1
39,5796,47,1825,4,6,1
23,0,3,365,0,2,0
58,2514,98,2190,4,14,1
63,4097,40,1825,4,9,1
58,5000,68,1460,5,3,1
40,2203,14,2920,6,6,1
24,2555,179,978,1,8,0
24,0,11,365,0,0,0
43,3893,79,1433,3,7,1
44,3128,0,2920,4,6,0
45,41,5,28,2,7,0
20,5903,23,236,3,5,0
80,39751,54,365,16,71,1
69,5467,68,1460,4,4,1
58,3189,6,2555,2,28,1
51,2933,53,1095,5,10,1
35,1590,98,190,4,10,1
64,4411,60,1019,4,8,1
44,178,2,64,3,3,1
57,236,123,2190,3,29,1
43,2355,191,1825,6,15,1
50,6815,30,2555,12,19,1
26,1403,2,183,4,3,0
16,1604,2,10,3,0,0
58,4323,115,2190,7,26,1
35,409,31,730,2,1,1
25,4546,14,730,4,6,0
2,0,1,730,1,0,0
58,9494,92,1411,8,8,1
34,772,42,1016,2,10,0
32,3186,148,1460,3,11,1
20,658,4,132,2,7,1
28,1313,15,237,3,7,0
69,575,300,1825,2,33,1
11,414,2,1,3,0,0
40,389,70,1460,3,16,1
61,36,791,1095,2,6,1
53,2112,52,134,4,1,1
44,3318,38,2562,4,13,0
57,1771,26,2190,2,8,1
43,668,251,1460,2,5,1
43,75,63,365,1,0,0
35,6868,26,2190,6,5,1
33,3415,55,1825,5,3,1
59,905,1044,730,3,16,1
75,623,333,2920,3,9,1
37,974,233,137,2,6,1
60,5745,46,2555,8,11,1
47,5487,52,1460,4,6,0
21,364,277,177,3,2,1
52,4931,55,57,4,5,1
11,1000,2,2,1,3,0
62,5253,58,2920,10,19,1
61,13623,41,1460,8,14,1
35,357,64,181,2,3,0
21,491,3,730,2,2,0
21,1249,6,235,1,2,0
50,4885,86,2190,3,9,1
28,4,256,730,2,2,0
51,2469,8,27,4,0,0
80,132656,88,1825,15,81,1
40,2430,88,167,2,7,0
40,621,317,1460,3,22,1
50,2278,0,2920,6,12,0
31,2736,54,365,5,5,0
49,2684,45,730,3,5,1
9,3151,10,42,1,0,0
21,2415,62,1825,3,3,0
17,38,127,1129,1,2,0
58,8843,92,1410,8,8,1
34,2567,52,365,6,7,1
71,5222,45,2190,2,19,1
31,1405,8,173,1,4,0
30,861,34,256,1,1,0
23,4449,11,1825,4,4,0
36,5007,81,2190,6,2,0
80,10134,2,2920,7,9,1
22,2041,16,1460,3,0,1
46,526,181,333,2,1,1
25,480,7,42,2,3,0
36,8776,55,2190,8,4,1
47,607,263,1095,2,15,1
24,996,40,1884,6,6,1
13,258,4,4,2,2,0
13,542,0,992,2,1,0
14,265,3,15,2,0,0
25,540,190,2555,1,5,1
42,5410,38,249,4,6,1
47,586,48,204,5,7,1
11,73,3,17,3,0,0
1,6,1,1,1,0,0
30,2004,245,1460,8,32,1
24,1294,6,22,3,2,0
71,994,525,3285,3,29,1
51,931,355,2555,10,14,1
20,989,5,9,3,4,0
33,716,9,44,5,9,0
53,5069,82,365,3,1,1
21,472,2,145,3,0,0
73,6070,76,1095,1,13,1
31,258,53,997,2,4,1
56,5266,28,2920,6,6,1
29,1927,71,32,3,5,1
23,1061,2,365,3,0,1
41,509,172,2190,1,9,1
49,2747,49,161,4,6,1
22,4670,5,159,3,4,0
27,807,23,35,5,0,0
17,3,4,16,1,0,0
32,183,163,365,3,5,1
4,10,5,18,1,0,0
54,643,145,365,3,16,1
46,0,75,974,1,4,1
15,272,2,155,1,1,0
79,860,1224,1825,4,40,1
28,2921,40,730,4,8,0
56,2730,34,3285,3,14,1
56,841,225,365,4,10,1
12,2358,2,158,1,1,0
48,7219,81,2190,10,7,1
41,688,116,1457,1,5,1
57,396,907,365,3,10,1
39,585,137,1825,5,5,1
42,5328,36,1825,3,7,1
56,518,173,1460,5,16,1
21,116,1,9,4,3,0
80,18249,139,365,5,61,1
21,227,4,730,1,0,0
61,862,436,2920,4,11,1
34,2063,57,181,5,6,1
46,2142,103,118,3,7,1
40,860,293,1825,2,10,1
43,1934,61,365,5,4,1
48,5103,28,730,9,14,1
21,2933,17,158,3,4,0
73,58939,69,2920,14,31,1
68,789,234,1825,4,29,1
61,4686,52,120,4,7,1
37,694,95,1460,1,3,1
4,717,2,5,1,2,0
55,2667,32,2920,3,0,1
80,21668,245,1825,8,8,1
35,1136,76,1460,4,2,1
62,3759,37,730,7,14,1
44,1860,99,2920,8,4,1
23,1730,39,20,3,3,0
24,562,5,18,2,0,0
52,4968,35,2920,8,6,1
52,4944,35,2920,8,6,0
40,20,556,2920,3,2,1
45,805,365,2190,3,5,1
39,1692,1,290,6,4,1
72,447,290,2920,3,14,1
21,1075,3,18,1,2,0
37,2795,51,1095,3,9,1
30,1380,11,1460,2,4,1
41,971,105,730,2,5,1
28,1461,161,730,3,4,1
48,3839,1,2920,4,11,1
15,462,3,17,2,3,0
48,5308,39,2920,4,14,1
43,419,112,1460,1,4,1
54,5818,47,2190,8,15,1
32,660,89,730,2,3,1
77,0,282,2190,0,26,0
47,887,175,2190,2,4,1
43,366,58,2632,1,1,1
59,3538,64,3009,4,2,1
25,1143,17,38,3,0,0
25,1325,6,8,3,3,0
45,2584,29,46,6,3,1
60,6125,84,1095,9,12,1
35,2031,57,1453,2,4,1
38,309,155,1460,1,5,1
41,314,85,39,3,5,1
64,4977,48,2555,5,5,1
73,8797,48,2555,6,14,1
39,1452,49,60,2,8,1
39,2530,106,163,6,6,1
10,1022,3,27,2,2,0
76,1080,23,365,1,0,1
60,1885,76,2555,3,9,1
76,11008,1337,2190,15,54,1
20,1683,0,13,1,1,0
37,970,173,2190,2,3,1
8,818,2,84,1,1,0
18,1153,3,1460,1,3,0
21,4428,69,1460,4,2,0
26,4117,5,1460,6,14,0
52,6318,62,2555,9,23,1
24,2582,0,2920,6,4,1
67,706,493,1095,4,17,1
28,238,77,2920,2,1,1
24,1180,182,1095,3,4,1
34,774,5,37,3,2,0
11,382,3,1095,2,2,0
60,248,60,255,1,6,1
15,2585,2,2555,2,0,0
64,61,243,2555,2,18,1
53,6316,41,2920,4,2,1
42,7691,29,2190,10,3,0
65,1347,80,103,3,4,1
45,6285,90,1095,6,5,0
24,498,98,1825,2,3,0
30,443,189,1095,3,2,1
53,2215,37,2920,4,5,1
37,4897,42,1460,4,6,0
24,2363,0,2920,6,4,0
38,354,136,2920,2,16,1
43,1186,71,2190,3,2,1
14,334,4,8,2,4,0
63,0,564,2920,0,18,1
29,1885,52,1460,3,7,0
20,554,3,204,2,0,0
57,1321,21,31,7,5,1
33,653,11,1095,4,8,0
35,7228,51,1825,3,10,1
42,1852,22,3006,3,3,1
37,2452,3,1825,8,0,1
37,979,367,2190,2,2,1
26,629,0,2920,2,8,0
35,1392,3,39,3,3,0
53,379,423,2920,1,5,1
38,459,70,559,3,6,1
14,2961,24,2190,2,2,0
78,660,1866,2190,2,67,1
44,2872,44,2920,3,15,1
52,621,1088,1825,2,17,1
8,2354,1,16,2,1,0
5,4,2,2,1,0,0
42,675,29,2555,3,11,0
43,510,69,1095,1,5,0
44,861,198,1095,4,7,1
34,3660,42,365,2,2,1
45,38,897,1825,1,14,1
51,571,441,2190,4,24,1
34,1199,53,68,3,6,1
36,624,1075,365,2,10,0
50,197,363,730,1,10,1
33,1344,4,13,2,2,0
58,5089,44,2190,7,15,1
25,3255,80,1825,1,3,0
