rank,fame,deaths,accountAge,characters,skins,verified
42,377,128,1405,1,2,1
14,1097,1,5,3,0,0
40,1422,81,2190,3,18,1
70,24903,172,1825,9,42,1
47,3301,96,1825,5,13,1
5,2400,0,29,1,1,0
69,493,274,1825,2,10,1
48,1441,94,2920,3,4,1
43,2578,94,2555,1,2,1
45,237,344,2190,2,19,1
34,1133,0,1460,3,1,0
56,3834,78,2555,2,9,1
10,606,13,20,1,1,0
41,277,422,730,1,5,1
38,1952,73,365,4,4,1
63,5147,72,365,3,12,1
20,273,0,73,3,1,0
28,3103,51,961,6,2,1
56,662,235,1509,2,9,1
58,815,1650,1460,2,22,1
47,2582,53,1095,5,1,1
36,442,667,1460,2,8,1
19,23,31,754,1,1,0
51,0,338,2555,1,11,1
21,400,75,1413,2,2,0
24,0,12,77,0,1,0
20,1265,4,33,2,1,1
55,959,1580,2190,3,37,1
54,5131,67,61,4,3,1
41,5147,44,1460,3,4,1
60,11,519,365,1,18,1
53,333,1149,2634,3,9,1
20,777,94,159,2,2,0
36,0,170,978,1,2,1
54,484,941,2920,1,23,1
28,3823,94,1460,3,6,1
19,220,6,1460,1,2,0
80,4400,23,279,3,20,1
18,335,2,1825,1,0,1
44,714,441,1095,3,7,1
57,2052,34,129,5,4,0
47,1384,73,365,2,3,1
21,1273,60,1460,2,1,1
13,572,51,1095,1,1,0
34,1044,8,288,1,0,0
32,1232,31,146,4,1,0
30,547,17,137,3,1,0
33,805,924,2190,1,8,0
48,816,157,2920,5,12,1
43,250,666,1882,1,3,1
70,0,515,1825,0,24,1
57,711,445,365,3,13,1
50,4848,73,2555,6,4,1
28,848,98,730,2,1,0
60,480,240,730,3,28,1
41,673,215,730,2,19,1
31,495,44,2190,2,2,1
73,1774,43,965,6,1,1
13,530,2,19,2,1,0
49,676,512,1095,3,4,1
48,1848,23,730,1,1,1
59,1751,84,1095,3,0,1
34,767,80,171,2,0,0
38,707,88,1460,5,9,1
36,478,128,1460,2,7,1
52,61,48,2190,1,13,1
52,61,48,2190,1,13,0
51,413,550,2190,1,6,1
20,689,66,1460,1,1,0
50,775,212,2190,3,30,1
66,159,355,1825,1,6,1
22,2643,4,365,3,3,0
67,856,405,1460,2,24,1
49,322,83,2920,3,4,1
34,3754,13,33,1,2,0
78,124783,43,1460,16,77,1
6,260,10,1460,1,0,0
52,341,268,365,2,4,1
53,3625,94,1460,4,18,1
50,347,103,1460,2,2,1
25,3201,7,59,2,1,0
32,400,153,981,2,6,1
54,955,13,1460,3,19,1
80,3880,177,730,4,4,1
32,440,61,81,2,2,1
10,1298,5,109,2,2,0
48,697,545,2920,3,11,1
18,2369,4,730,3,1,0
66,37,320,1825,2,28,1
54,112,296,1460,2,3,1
34,480,500,2920,5,5,0
51,31599,15,2190,6,7,1
49,274,249,365,2,4,1
44,590,82,2555,3,8,0
56,484,1079,1460,3,42,0
31,738,70,730,4,4,1
38,491,79,1095,2,6,1
32,1988,36,1095,4,5,1
37,78,2255,1095,1,10,1
19,463,7,1095,2,4,0
48,311,337,730,1,5,1
51,513,65,2190,1,9,1
22,971,55,978,1,0,0
46,0,99,2920,1,3,1
44,674,82,46,3,4,1
32,1423,47,730,3,8,1
50,4212,34,1825,5,14,1
23,41,27,7,2,0,0
36,986,146,1460,5,1,1
45,3388,74,1460,7,10,1
31,1132,42,730,2,7,1
54,306,113,2190,1,12,1
31,258,31,37,1,0,1
52,210,157,2920,1,20,1
63,34,342,1460,2,9,1
50,1151,51,87,1,2,1
71,0,678,1423,0,46,1
37,1746,83,1825,5,2,1
21,338,78,61,1,0,0
56,502,432,365,2,11,1
41,101,24,314,1,0,0
58,269,766,2920,2,18,1
38,723,69,1433,1,2,1
34,0,30,1825,1,10,0
21,399,26,22,2,1,0
39,2796,60,730,3,7,1
51,0,459,730,1,25,1
24,1396,111,1825,1,2,1
52,755,296,1460,3,13,1
21,2129,24,365,2,0,1
55,15487,48,1012,12,42,1
32,19,198,2555,1,2,1
56,0,788,2190,0,26,1
68,1741,1,2555,4,19,0
78,0,121,2555,0,25,1
58,924,51,173,3,1,1
67,968,540,2920,4,33,1
41,274,47,159,2,1,0
24,1537,0,2555,1,0,0
69,1755,69,2555,1,11,0
60,8013,49,2920,7,10,1
8,754,7,1095,1,1,0
41,1348,86,2920,2,1,1
26,2901,89,2628,3,4,1
55,335,138,62,2,1,1
50,156,301,365,1,4,1
75,3730,46,2555,10,29,1
25,935,202,365,4,0,1
46,1208,86,1095,3,11,1
64,5563,70,1825,3,7,1
36,859,57,150,4,0,1
66,872,202,730,1,13,1
39,1372,39,47,2,4,1
34,2106,33,15,1,0,0
80,4656,2259,3285,7,7,1
34,655,52,1825,1,1,0
29,925,191,25,1,1,0
75,25967,56,2920,8,33,1
53,729,204,1428,3,14,1
46,761,246,1095,4,19,1
42,8091,31,39,11,10,1
21,2171,38,159,2,2,0
52,299,783,1825,1,15,1
28,1767,40,45,2,1,0
34,774,86,1095,4,3,1
42,1365,0,2555,4,1,0
54,2513,85,316,5,5,1
4,18,1,508,1,0,0
11,635,59,10,4,1,0
16,1075,8,554,3,1,0
31,870,125,246,1,0,0
51,538,192,2920,4,23,1
58,5449,58,2555,6,16,1
7,228,26,1095,1,0,0
53,900,140,365,3,4,1
66,779,273,1825,2,3,1
26,1163,52,185,4,0,0
18,1050,3,1825,1,0,0
38,605,70,1460,3,4,1
65,494,229,2190,4,46,1
42,398,446,730,4,10,1
42,987,165,1825,3,17,1
26,864,7,321,1,0,0
57,9803,36,2190,8,2,1
80,0,29,365,1,5,1
75,318,433,1825,1,20,1
45,4296,70,2555,6,18,1
45,3601,59,1412,4,10,1
65,988,104,2555,2,10,1
14,286,4,554,2,0,0
60,1870,235,225,3,5,1
29,1468,114,1825,3,4,1
20,402,6,545,2,0,1
8,320,2,973,1,0,0
52,4993,78,1435,6,4,1
13,911,5,147,1,0,0
13,1159,8,12,2,0,0
37,630,68,1095,3,8,1
54,0,247,1825,1,6,1
22,1596,9,1825,3,6,1
40,1547,80,365,1,2,1
36,970,0,2920,3,2,1
33,4641,109,49,3,1,1
26,0,0,2920,1,0,0
34,8795,20,1095,13,7,1
30,8316,30,730,1,0,1
51,1938,78,2920,3,10,1
57,790,0,2555,1,7,1
35,2244,20,45,5,3,1
32,2473,17,37,14,8,1
52,2385,62,1460,3,5,1
40,1274,15,2920,6,2,1
79,1320,1401,1825,5,109,1
56,1741,96,2555,1,7,1
45,537,40,2920,5,6,1
23,1835,18,1095,2,0,0
52,0,266,518,0,4,1
61,108,389,127,2,9,1
59,762,245,1460,4,19,1
39,1349,32,145,1,0,1
50,1011,97,1825,1,2,1
7,336,3,179,1,0,0
30,3929,40,57,2,1,0
56,454,644,364,1,6,1
35,961,115,989,4,4,1
68,1490,1,2555,4,19,1
25,1821,90,1825,1,1,0
18,636,21,561,1,0,0
61,19884,96,2920,16,4,1
21,169,3,7,1,0,0
27,1604,113,2920,4,4,1
36,963,897,1095,2,3,1
35,763,30,1095,1,0,0
65,556,132,2920,6,15,1
56,12041,38,1409,6,7,1
1,0,1,1,1,0,0
13,1008,4,1825,4,3,0
50,559,373,2190,3,13,1
57,4275,81,2920,8,13,1
54,818,115,181,3,7,1
57,794,921,2920,3,11,1
48,2692,39,68,2,2,1
9,644,6,84,2,1,0
22,4730,1,730,7,4,1
12,1974,20,1825,3,0,0
3,333,1,1,1,0,0
25,2144,1,365,3,0,0
51,0,459,730,1,25,0
36,3007,82,216,2,0,1
61,1889,98,2190,3,6,1
28,3548,52,2555,1,0,0
35,756,140,730,1,1,1
50,2482,96,730,5,15,1
28,6214,19,1460,7,7,1
52,1983,36,2190,3,5,1
64,10349,58,2920,15,30,1
40,259,8,1095,2,3,0
28,2371,13,365,4,4,1
3,667,4,4,1,0,0
20,588,3,1825,2,2,1
75,983,18,730,1,1,0
36,603,61,1825,1,0,0
29,13130,16,2555,6,2,1
53,4456,74,143,4,5,1
33,4912,16,103,1,1,0
9,1119,3,31,1,0,0
56,0,0,3285,1,1,0
64,835,623,1825,2,34,1
8,403,10,22,1,0,0
11,1704,4,33,3,1,1
10,447,2,14,3,0,0
62,802,1180,2920,4,17,1
24,576,2,14,2,1,0
51,835,477,2920,3,8,1
68,10942,83,2920,9,34,1
39,551,181,730,2,3,1
37,397,34,26,3,0,1
37,397,34,26,3,0,0
64,5630,65,2190,7,25,1
32,3164,22,2920,4,0,1
25,370,111,1825,3,0,0
36,1095,2,130,4,3,1
43,320,373,127,1,3,1
79,673,878,1095,2,22,1
22,2211,1135,2190,1,1,1
33,2651,3,1825,1,1,0
56,5,0,3285,2,1,0
22,195,125,111,1,0,0
54,1284,103,260,2,3,1
39,889,106,1825,1,4,1
27,880,138,1825,4,6,0
30,2437,2,2920,7,2,0
30,860,32,365,2,0,1
20,946,74,2190,1,0,1
10,4031,0,15,2,2,0
66,897,982,2555,2,45,1
41,6900,11,1460,5,1,1
30,2494,29,2920,5,10,1
31,485,192,1825,4,17,1
47,5260,64,1095,2,22,1
11,102,40,730,2,0,0
39,3554,93,1825,5,9,1
56,11417,40,730,11,2,1
42,531,130,117,3,6,1
70,4106,13,3285,3,2,0
21,1383,3,730,2,1,0
39,505,179,1095,3,3,1
38,2051,2,2190,2,1,1
32,4055,109,47,3,1,0
56,7835,47,1460,16,94,1
60,819,403,1825,1,24,1
61,874,218,2920,1,31,1
53,4749,22,1825,7,3,1
24,486,69,1095,4,4,0
55,6123,83,2190,9,30,1
34,582,155,1095,2,2,1
5,528,2,1,1,0,0
23,2278,3,39,1,1,1
28,1035,35,57,2,3,0
41,583,400,2555,2,7,1
58,8718,95,2920,6,1,1
22,467,5,730,2,2,0
32,1092,4,47,4,0,0
37,773,367,1825,3,8,1
66,622,178,751,2,25,1
55,3280,34,134,4,2,1
45,792,89,170,3,0,1
78,2147,92,2190,4,31,1
43,2602,54,213,8,2,1
12,18,201,977,1,5,1
53,596,378,1825,1,15,1
40,1366,44,365,1,0,1
59,3246,42,75,11,17,1
53,426,73,1095,1,20,1
20,1042,26,966,1,0,0
55,4903,74,2920,3,9,1
59,1809,98,78,3,1,1
25,1825,6,22,1,0,0
24,130,283,730,2,1,1
37,1058,361,365,2,1,1
30,585,1,41,1,0,0
20,4411,0,1825,4,0,0
80,130474,88,1825,15,81,1
24,982,6,229,2,0,0
32,443,142,1825,3,2,0
34,2754,81,1825,5,5,1
5,2682,2,4,1,0,0
80,32747,81,2190,16,80,1
39,2166,4,201,9,3,1
53,2173,71,1460,5,11,1
49,9361,75,2555,7,5,1
27,763,2,730,4,2,0
32,1671,87,2920,8,3,1
65,8704,60,2555,7,11,1
34,4136,44,2555,3,7,1
53,886,160,951,2,5,1
38,599,103,1460,1,1,1
34,2976,53,3007,1,0,1
14,0,20,79,1,0,0
63,624,576,1825,2,19,1
35,2223,28,37,4,1,1
59,456,374,362,1,5,1
37,624,170,257,4,1,1
39,8443,16,2190,6,3,1
17,1183,2,19,3,1,0
77,14562,667,2555,4,76,1
35,317,39,1460,3,3,1
62,10685,59,1419,8,10,1
36,1879,61,97,3,2,0
18,408,4,365,3,1,0
27,3118,1,24,8,1,0
2,19,1,1,1,0,0
58,8803,87,2920,3,7,1
34,3227,54,1460,8,9,0
7,1285,2,977,1,3,0
11,1063,4,31,3,1,1
36,3418,99,1825,11,15,1
55,614,279,2190,3,2,1
32,471,9,365,2,0,0
45,384,116,1825,2,3,1
56,1014,97,130,2,2,1
38,534,103,1460,1,1,0
8,390,3,4,1,0,0
35,414,18,730,1,2,0
68,16313,28,2555,16,80,1
17,1238,0,2920,4,4,0
49,902,269,1825,5,14,1
49,554,35,291,1,0,1
34,797,203,2555,4,17,0
56,42,200,2190,2,9,1
54,360,675,2190,2,18,1
44,63,94,1460,2,12,1
39,425,423,365,3,2,1
62,2104,109,135,6,5,1
48,917,101,1460,2,6,1
29,1309,5,1095,5,0,0
39,406,4,1825,2,4,0
26,256,14,1825,2,3,0
40,1306,1,15,2,1,0
42,0,272,2555,0,3,0
30,5947,49,2920,3,0,0
4,974,0,6,1,0,0
26,357,171,2555,5,14,0
23,564,349,1882,2,1,1
38,253,310,2555,1,5,1
36,3231,25,1095,3,1,1
52,1560,931,365,2,3,1
51,329,137,365,3,4,1
56,2868,81,1460,7,24,1
54,1170,28,365,3,7,1
1,0,1,730,1,0,0
80,14029,149,365,6,27,1
30,198,70,1460,2,2,0
40,1281,122,155,1,0,1
58,2310,369,365,3,5,1
52,1401,41,2920,4,5,1
38,2251,9,1095,4,2,1
47,803,342,2555,8,7,1
48,697,408,730,1,8,1
34,788,495,365,2,0,1
23,359,16,1460,1,0,0
45,279,475,1460,1,17,1
56,1401,96,2920,5,24,1
39,342,99,293,1,5,1
51,768,838,1825,2,3,1
50,1134,52,2190,3,6,0
41,2201,0,3285,4,5,0
34,2145,51,2190,2,6,1
65,7948,202,183,12,31,1
60,2254,94,2190,5,20,1
28,5641,153,3285,9,3,1
34,297,1057,730,1,13,1
49,1014,46,1825,2,0,0
21,991,2,207,2,1,0
60,7767,79,993,6,18,1
66,2534,1,2555,5,18,1
22,985,0,3285,2,0,1
55,5399,59,2555,10,14,1
16,233,1,149,1,0,0
26,1421,0,2555,4,9,0
64,1065,83,730,1,1,1
74,11969,91,2190,7,30,1
32,778,0,2920,1,2,0
40,3597,71,1825,4,5,1
36,1501,2,275,3,1,1
40,331,218,730,1,0,1
48,3887,76,1825,5,6,0
23,2183,69,2920,3,1,0
31,979,27,1460,4,3,0
39,2000,56,1825,3,0,0
17,289,16,2555,1,0,0
64,678,705,2190,7,18,1
41,4215,46,2920,6,4,1
63,8285,56,2920,8,10,1
22,859,4,227,2,0,0
64,3283,490,1825,3,56,1
54,2883,109,243,6,8,1
49,764,63,2555,3,1,1
26,1139,23,976,3,1,0
20,291,55,2555,2,3,1
21,1892,18,213,4,1,0
27,889,2,1825,1,1,0
51,1640,196,365,4,6,1
54,7143,74,730,7,18,1
48,3955,55,1460,7,7,1
43,2066,39,2555,2,7,1
5,1321,1,4,1,0,0
13,49,1,1,2,1,0
17,457,2,48,2,0,0
54,876,185,1095,3,5,1
23,496,86,730,1,1,0
80,808,240,1460,2,27,1
59,5840,46,2920,7,12,1
66,8506,43,500,6,7,1
50,1565,569,2920,3,8,1
18,1323,8,1095,3,0,0
39,8232,6,2190,4,8,1
42,1457,33,1825,1,0,0
73,1471,98,365,3,25,1
41,617,78,1460,1,6,0
80,5036,0,2190,8,18,0
46,407,252,2190,1,5,1
37,785,160,1095,4,8,1
11,794,17,159,2,0,0
20,115,5,365,1,0,0
33,1813,0,2555,4,4,0
34,1124,4,78,2,3,1
4,962,0,169,1,0,0
27,467,573,1825,2,4,1
17,37,127,730,1,2,1
52,5068,40,2920,7,18,1
45,0,160,134,1,0,1
23,1850,2,1460,2,0,0
69,409,955,1095,2,48,1
25,946,39,1460,3,3,0
73,3156,3,32,5,0,0
42,2203,13,730,8,2,0
21,376,14,20,2,1,0
46,985,636,2555,2,8,1
28,1482,46,730,1,13,1
51,2375,211,506,3,11,1
21,1982,0,240,3,0,0
42,3566,0,2920,8,6,0
34,1523,77,1460,4,1,1
39,2619,26,78,1,2,0
20,983,4,26,3,1,0
70,11892,99,2555,7,7,1
12,1222,12,25,1,0,0
47,6624,152,250,4,11,1
41,717,63,730,3,4,1
37,4792,9,1825,4,5,1
7,272,2,1018,2,1,0
47,1565,95,2920,2,5,1
15,492,6,157,2,1,0
55,255,223,2190,1,2,1
46,854,129,1460,1,1,1
25,6,93,491,1,0,0
49,1188,65,193,2,2,1
46,1678,49,91,2,0,1
58,3675,28,2920,5,2,0
43,1036,96,1825,3,3,1
61,701,793,730,3,25,1
42,2325,86,1825,6,12,1
32,2589,2,16,7,2,1
62,996,145,72,4,8,1
48,419,4,32,2,1,0
61,3714,69,1095,7,8,1
30,320,126,365,1,0,1
30,1115,0,2920,5,16,0
61,6027,131,529,16,23,1
33,804,5,143,4,0,1
37,1262,2,1460,1,0,1
23,1330,0,365,8,3,1
51,933,150,1460,5,19,1
44,810,188,1825,1,13,1
55,4576,58,2555,10,11,1
50,570,190,95,3,9,1
14,595,1,10,1,0,0
44,996,158,2190,2,27,1
40,775,561,1460,4,8,1
33,520,1,16,2,1,0
57,606,531,730,3,11,1
18,343,16,730,2,0,1
41,6817,27,128,8,2,0
28,940,35,1095,3,1,0
18,725,206,1429,3,1,1
54,4147,361,2920,9,45,1
57,504,500,2190,5,32,1
35,1111,40,1421,4,3,1
45,849,301,730,3,3,1
53,891,124,2920,6,5,1
36,1405,11,111,2,0,0
50,5407,84,2555,11,19,1
62,792,3158,2190,2,65,1
46,810,52,147,2,7,1
34,421,331,2190,2,8,1
38,1939,98,2920,2,2,1
48,1084,62,1095,4,15,1
67,4801,371,2920,8,26,1
24,1698,0,25,5,1,0
48,3514,46,265,4,9,1
6,935,4,8,4,0,0
24,4654,2,39,5,2,0
11,2958,1,5,4,1,0
42,297,659,2555,1,8,1
30,1304,16,952,2,2,1
15,309,3,477,1,0,0
34,228,124,1825,2,2,1
37,359,50,2190,2,0,1
58,837,281,1460,7,26,1
52,1792,51,2920,2,2,1
37,1731,17,2190,4,10,1
19,1302,3,1460,4,1,1
46,1288,81,730,4,16,1
52,9122,25,285,5,6,1
40,153,64,2920,2,4,0
46,372,65,730,1,2,1
48,982,840,2190,4,15,1
44,1966,24,730,5,5,0
43,624,64,1460,2,9,0
7,221,1,260,1,0,0
18,1304,56,351,2,1,0
16,0,5,1460,1,4,0
40,315,115,1095,1,4,1
38,2455,95,967,2,10,1
43,1824,36,2555,7,17,0
38,4388,10,2920,3,0,0
21,691,2,1460,1,1,1
47,1214,220,365,3,1,1
66,784,177,365,2,25,1
50,1362,549,2555,3,0,1
41,860,119,730,3,3,1
53,825,361,730,5,9,1
9,470,0,8,1,0,0
47,3205,64,1825,2,4,1
28,801,1,9,2,0,0
3,108,2,1825,1,0,1
22,918,35,365,2,2,1
22,765,57,365,2,1,1
17,719,6,278,1,1,1
36,990,41,1460,2,9,1
7,2170,21,156,2,1,0
63,5923,121,2190,7,24,1
32,3928,77,149,2,0,1
6,238,3,40,1,0,0
18,4890,0,365,7,1,0
45,697,72,40,2,3,0
43,34,102,1009,1,2,1
68,1831,903,1825,3,12,1
17,811,2,554,2,0,0
41,4239,26,32,4,6,0
5,4465,0,9,3,0,0
66,5791,76,2190,13,29,1
27,918,370,1825,4,2,1
6,220,1,9,1,0,0
29,1688,40,152,5,9,1
17,1033,2,138,1,0,1
47,11,1797,1131,2,24,1
75,11039,0,1095,7,3,1
36,665,76,730,2,2,1
30,3771,1,365,5,1,0
33,3738,37,996,4,4,0
60,2459,74,2920,4,13,1
38,999,109,1825,2,2,1
17,311,1,488,4,2,0
44,23,937,1453,1,11,1
38,567,66,2920,2,8,1
30,750,110,114,3,1,1
48,8119,87,1825,6,10,1
27,341,22,365,1,7,0
50,1172,48,2920,11,12,1
26,479,22,365,1,6,0
29,8808,20,1825,9,7,1
29,1108,6,20,2,1,0
28,2012,0,2555,5,1,0
10,636,2,730,2,1,0
48,3391,97,33,3,1,0
29,8755,20,1825,9,7,0
40,826,57,2920,3,4,0
26,478,22,365,1,6,0
18,614,40,60,2,1,1
12,3,4,16,2,2,0
79,4882,98,169,6,6,1
12,1364,3,1460,4,3,0
21,6154,7,2555,8,14,1
41,2915,61,2555,3,8,1
70,439,235,141,3,26,0
75,902,297,1825,2,6,1
75,902,297,1825,2,6,0
48,1101,129,514,2,2,1
46,473,123,1460,2,0,1
38,2126,3,30,3,2,1
18,291,2,106,2,1,0
70,315,235,141,3,26,1
28,2026,102,1460,5,6,1
46,382,123,1460,2,0,0
62,1570,188,365,2,9,1
38,1932,1,25,3,1,0
49,385,1545,1460,2,9,1
76,7505,266,2555,4,4,1
28,924,13,730,1,1,0
38,1273,14,38,1,0,0
19,644,6,206,1,0,0
19,3388,0,26,3,2,0
20,677,7,107,1,0,1
75,240,132,2190,2,53,1
44,539,391,365,2,9,1
57,521,261,1507,3,5,1
10,0,2,1460,1,0,0
35,375,168,1460,2,8,0
25,872,4,180,1,1,0
27,1030,6,1881,1,0,0
32,299,7,29,1,0,0
45,733,310,1825,1,19,1
74,177,166,1825,1,15,0
13,747,1,14,4,1,0
31,959,2,730,5,5,1
31,363,170,505,2,0,1
25,1233,325,1825,2,5,1
75,113194,470,2254,10,61,1
49,856,187,1460,1,6,1
62,3517,53,2555,5,23,1
54,8910,19,153,12,8,0
52,3987,74,365,6,0,1
40,1074,9,15,1,1,0
57,422,566,2920,4,21,1
42,724,85,84,2,2,0
40,0,66,730,1,1,1
54,8910,19,152,12,12,0
51,6674,126,365,15,14,1
49,726,789,365,3,10,1
13,2504,0,9,2,1,0
6,470,15,143,1,0,1
46,529,628,1825,1,15,1
67,10147,67,2190,8,33,1
75,97,1220,2555,1,46,1
61,581,398,176,2,3,1
65,2018,43,1825,3,8,1
19,307,71,2920,1,1,1
38,3838,0,2555,16,2,0
38,8501,17,365,6,4,1
34,2276,1,2555,2,1,1
23,3129,2,37,5,2,0
33,1488,0,23,5,2,0
33,1488,0,23,5,2,0
29,1414,2,1460,4,0,0
30,1669,20,31,3,3,0
66,4462,80,365,5,21,1
38,1065,59,730,2,6,1
23,217,3,288,2,1,1
39,980,60,560,1,0,1
6,548,2,3,2,1,0
38,357,244,272,1,0,1
74,3469,211,539,4,13,1
47,826,537,1460,2,6,1
5,80,1,17,2,0,0
38,657,0,2190,4,2,0
49,3562,48,730,5,4,1
68,990,475,1460,5,18,1
29,394,330,1825,2,2,0
25,4641,1,1460,6,2,0
48,468,823,1825,1,2,1
66,895,65,2920,6,6,1
58,7948,40,2190,7,14,1
64,2150,67,1825,2,3,1
80,0,160,365,0,22,0
33,902,53,1460,5,5,0
13,161,5,1825,1,1,1
23,4836,0,2920,3,1,0
21,632,60,31,2,1,1
65,5854,83,2920,3,10,1
45,5692,52,1825,5,10,1
19,1388,15,1453,1,0,0
37,297,57,1095,1,4,1
33,549,10,730,4,3,0
6,299,2,2,1,1,0
27,689,10,282,3,0,0
75,835,458,2920,2,35,1
28,1219,166,2920,1,0,1
54,399,64,2555,3,7,1
16,1218,71,28,2,0,0
75,4316,48,730,2,13,1
49,937,157,2920,3,5,1
25,120,5,84,2,2,0
22,2,7,730,2,0,1
47,5601,41,1460,3,3,1
44,1129,459,365,1,3,1
46,342,682,1825,3,8,1
77,2333,42,561,2,0,1
80,577,495,2920,5,32,1
15,353,0,1445,2,0,0
1,48,0,1,1,0,0
27,2087,39,1825,5,4,0
29,959,3,2920,3,0,0
26,7522,9,365,4,4,0
26,2612,9,365,2,2,0
39,2460,70,730,3,4,1
12,1036,3,88,1,1,0
25,542,1015,1460,2,9,1
65,3607,142,1825,2,14,1
54,1778,61,1825,3,0,0
50,683,84,120,3,4,1
75,158,150,730,1,0,1
36,898,1312,2920,7,1,1
6,0,5,118,0,1,0
64,13936,82,2190,8,11,1
36,6192,0,2920,3,6,1
43,574,24,2920,3,5,0
47,1948,12,11,4,2,0
23,937,4,7,2,0,0
41,6,285,277,1,3,0
36,24,55,1825,1,0,0
28,1534,4,365,4,2,1
75,0,709,2920,0,38,1
41,633,113,955,1,0,1
46,11806,79,1095,8,18,1
21,1381,0,2920,1,0,0
43,841,0,2920,2,3,0
21,23,3,2190,2,0,0
66,3509,87,2920,2,27,1
59,2234,61,2555,5,5,1
43,2619,52,53,1,0,0
4,286,2,74,3,0,0
25,1922,7,19,2,4,0
36,4475,34,2920,5,4,0
13,1677,4,1825,1,0,0
14,0,5,365,1,0,0
32,904,222,986,4,10,1
18,29,3,105,1,0,0
34,475,119,1095,5,8,1
18,615,8,10,3,1,0
51,594,487,209,2,9,1
40,0,1253,1460,1,17,1
46,48,244,2555,2,16,1
56,825,126,1460,6,6,1
41,522,75,1460,2,2,1
34,668,65,95,2,1,0
32,1061,68,1825,2,5,0
13,511,4,9,2,1,0
16,2943,1,28,3,1,0
25,368,2,365,2,0,0
23,2379,0,2920,3,0,0
25,344,66,1460,4,2,0
78,20089,167,1460,9,31,1
49,296,224,1460,3,4,1
45,4017,57,2555,9,17,1
38,367,162,1023,1,9,1
59,18562,60,1460,11,22,1
46,4358,64,2555,2,13,1
32,994,122,1825,1,6,1
37,7744,99,2920,4,1,1
77,44,350,730,3,39,1
64,10786,75,2920,14,19,1
45,677,215,1460,3,18,0
30,1072,12,365,2,2,0
45,1620,83,1825,4,7,1
31,801,73,2920,4,0,1
55,704,168,1007,1,14,1
43,989,124,1825,5,12,1
43,989,124,1825,5,12,1
57,93,163,2190,2,10,1
21,959,1,365,3,1,1
21,48,99,1095,3,4,0
58,378,345,1095,3,8,1
53,365,328,730,2,14,0
28,4933,191,1460,1,7,1
70,399,1120,1825,2,60,1
27,2389,2,53,2,0,0
4,981,0,3,1,0,0
28,882,1,162,3,1,0
8,418,0,14,7,6,0
27,720,79,2190,2,4,0
38,3542,46,2920,5,14,1
22,1125,149,2190,2,4,0
24,2263,1,14,4,2,0
39,3365,55,1460,4,4,1
16,351,2,1095,4,3,0
49,3037,25,2920,3,2,1
27,597,10,1460,1,1,0
53,334,1348,2920,4,6,1
26,1474,0,2555,6,1,1
52,3349,445,365,5,7,1
56,2565,51,2920,2,5,1
74,7979,71,730,7,5,1
62,87,787,2190,2,11,0
28,1857,70,1825,1,2,0
77,12434,316,341,6,14,1
53,2584,53,2190,6,8,0
39,4287,25,139,3,1,1
51,2188,28,730,8,8,1
15,17,9,1095,1,1,0
55,607,1023,1095,2,18,1
53,915,195,2920,4,13,1
16,847,0,2555,1,0,0
56,1692,49,384,4,7,1
2,282,0,1,1,0,0
6,644,3,1825,1,0,0
40,3961,75,2190,3,13,1
17,773,4,365,1,0,0
59,1151,247,55,2,1,1
51,4171,41,1095,12,28,1
32,1521,2,1825,4,6,0
44,400,40,1460,2,6,1
14,2081,1,21,2,0,0
18,292,9,365,1,0,0
60,404,835,1825,2,15,1
22,1335,1,28,2,0,0
34,2122,0,2633,3,1,0
24,306,1,139,1,0,0
32,1805,56,2555,4,1,1
37,2136,94,2190,6,5,1
3,331,2,6,1,0,0
13,975,14,86,3,3,0
30,12,805,299,1,1,1
64,349,314,1825,1,18,1
47,614,182,1825,2,12,1
6,112,0,3,2,1,0
46,2622,72,112,2,4,1
31,245,239,67,1,3,0
46,729,215,365,3,10,1
44,8462,52,302,5,3,1
69,9847,154,144,8,9,1
21,5782,20,58,3,2,1
51,4225,334,365,3,5,1
35,227,108,730,1,1,1
19,386,971,1825,1,4,0
53,350,631,2920,3,8,1
37,1111,51,162,6,2,1
20,5192,2,1825,2,1,0
42,1541,181,223,8,4,1
25,392,118,94,4,1,1
55,61217,18,730,7,12,1
53,1309,192,248,4,3,1
33,2032,53,2555,6,4,1
54,13865,17,1095,12,21,1
9,246,1,4,1,0,0
21,708,125,32,2,4,1
45,432,64,1460,1,8,1
44,1940,86,2555,3,5,1
49,8527,30,31,12,8,1
38,1329,30,730,2,2,1
40,2361,34,2190,5,2,1
40,393,570,730,3,19,1
13,968,2,41,2,4,0
80,79613,675,2555,14,84,1
80,79613,675,2555,14,84,0
48,234,28,2920,2,2,1
78,6015,54,730,5,11,1
31,1308,3,1095,1,0,0
19,0,3,19,1,0,0
63,3663,86,1825,10,38,1
23,0,172,61,1,0,0
65,2416,81,1095,8,12,1
50,3179,49,1825,3,3,1
50,3179,49,1825,3,3,1
52,2292,48,562,3,2,1
27,665,46,730,1,0,0
77,424,2411,1825,2,82,1
59,189,55,365,1,20,1
51,1333,80,2920,1,6,1
58,4843,103,365,4,13,1
25,524,5,997,1,0,1
35,378,244,2555,3,3,1
21,599,38,2190,1,4,0
59,6052,67,2190,5,8,1
11,1156,1,254,3,0,0
52,1485,171,365,3,3,1
26,1000,3,147,1,0,0
52,4625,185,93,4,3,1
